,employer,rating_description,culture,leadership,compensation,opportunity,balance,industry,location,size,overall_rating,ceo_approval,num_votes,main industry
224,Six Flags,OK,3.2,2.8,2.6,3.1,2.8,"Museums, Zoos & Amusement Parks",NJ,501,3.2,78,138,Entertainment
225,Scottrade,OK,3,2.4,2.9,2.3,3.6,Brokerage Services,MN,499,2.8,63,403,Service
226,Riverbed Technology,Very Satisfied,4.2,3.8,4,3.8,4.1,Computer Hardware & Software,CA,497,4.2,91,430,IT
227,Synopsys,Satisfied,3.9,3.6,3.4,3.3,4,Computer Hardware & Software,CA,496,3.8,97,379,IT
228,Level 3 Communications,OK,2.8,2.6,3.4,2.9,3.1,"Cable, Internet & Telephone Providers",OH,494,3,72,136,IT
229,University of Maryland,Very Satisfied,4,3.7,3.4,3.7,3.9,Colleges & Universities,MD,494,4.1,87,166,Education
230,Rackspace,Satisfied,3.8,3,3.2,3.6,3.7,Enterprise Software & Network Solutions,TX,493,3.6,83,80,IT
231,Rent-A-Center,OK,2.1,2,3.1,3,1.6,Consumer Product Rental,MS,489,2.5,36,42,Service
232,Outback Steakhouse,Satisfied,3.5,3,2.9,3.2,3.2,Casual Restaurants,MO,489,3.5,72,167,Service
233,Covidien,OK,3.1,2.7,3.6,3,3.1,Health Care Products Manufacturing,MA,488,3.2,60,161,Health
234,University of Illinois at Urbana-Champaign,Very Satisfied,3.9,3.6,3.5,3.6,3.9,Colleges & Universities,IL,482,4.2,89,121,Education
235,Belk,OK,2.9,2.5,2.8,2.7,2.7,"Department, Clothing, & Shoe Stores",WV,480,2.9,61,275,Retail
236,Keller Williams,Very Satisfied,4.2,3.9,3.6,4,3.9,Real Estate,NJ,479,4.1,96,265,Real Estate
237,Quicken Loans,Satisfied,4.3,3.8,3.9,4,3.1,Lending,OH,470,3.8,93,361,Finance
238,Ricoh Americas Corporation,OK,2.8,2.3,2.5,2.6,3.1,Computer Hardware & Software,IL,468,2.6,50,178,IT
239,Winn-Dixie,OK,2.7,2.5,2.4,2.6,2.8,Grocery Stores & Supermarkets,FL,467,2.7,30,163,Retail
240,Interactive Intelligence,Very Satisfied,4.4,4,4,4,4.1,Computer Hardware & Software,IN,466,4.3,98,424,IT
241,CareerBuilder,Satisfied,4,3.5,3.5,3.8,4.1,Internet,IL,459,3.8,94,385,IT
242,Marshalls,OK,3,2.6,2.2,2.6,3,"Department, Clothing, & Shoe Stores",MI,459,2.8,59,152,Retail
243,University of Pennsylvania,Satisfied,3.8,3.3,3.5,3.6,3.7,Colleges & Universities,PA,455,3.9,84,230,Education
244,Polo Ralph Lauren,OK,3.3,2.7,3,2.8,3,Consumer Products Manufacturing,NY,454,3.2,91,277,Manufacture
245,American Cancer Society,OK,3.4,2.7,3.2,2.7,3,Social Assistance,NC,453,3.2,66,245,Service
246,Harris Teeter,OK,3.3,2.7,3.2,3.2,3.1,Vehicle Dealers,SC,450,3.2,73,28,Retail
247,InterContinental Hotels Group,Satisfied,3.7,3.2,3.5,3.4,3.6,"Hotels, Motels, & Resorts",UT,448,3.7,93,131,Service
248,MITRE,Satisfied,3.5,3,3.6,3.1,4.3,Research & Development,MA,448,3.5,77,324,Research
249,Nortel Networks,OK,3.3,2.1,3.6,2.7,3.5,Telecommunications Manufacturing,FL,445,3.2,13,95,Manufacture
250,Fluor,Satisfied,3.5,3.1,3.6,3.4,3.4,Construction,SC,443,3.6,83,177,Real Estate
251,Maxim Healthcare Services,OK,2.8,2.6,2.4,2.7,2.8,Health Care Services & Hospitals,NC,437,2.8,50,158,Health
252,Kellogg Company,OK,3,2.5,3.6,2.9,2.7,Food & Beverage Manufacturing,KY,436,3.1,61,196,Retail
253,Pacific Gas and Electric,OK,3.3,2.8,3.9,3.4,3.4,Utilities,CA,435,3.4,80,170,Utilities
254,Northwestern University,Satisfied,3.8,3.4,3.5,3.5,3.9,Colleges & Universities,IL,434,4,92,165,Education
255,Charter Communications,OK,2.8,2.6,3.5,3.1,2.9,"Cable, Internet & Telephone Providers",MO,433,3.1,65,178,IT
256,Dunkin' Donuts,OK,2.7,2.5,2.1,2.6,2.8,Fast-Food & Quick-Service Restaurants,TN,433,2.9,52,111,Service
257,Ruby Tuesday,OK,3,2.6,2.8,2.8,3.1,Casual Restaurants,MS,432,3.1,64,60,Service
258,Clear Channel,OK,2.9,2.5,2.5,2.6,3.2,Radio,MO,431,3,52,143,Media
259,Georgia Tech,Very Satisfied,3.8,3.5,3.3,3.6,3.7,Colleges & Universities,GA,431,4.1,87,208,Education
260,Olive Garden Italian Restaurants,OK,3.3,2.9,3.1,2.9,3.2,Casual Restaurants,OH,431,3.2,54,133,Service
261,SolarCity,Satisfied,4.1,3.7,3.7,4,3.4,Energy,CA,430,3.9,90,351,Resource
262,Sony Electronics,OK,3.2,2.6,3.4,2.8,3.4,Consumer Products Manufacturing,CA,428,3.3,49,37,Manufacture
263,CSAA Insurance Group,OK,3.2,2.6,3.4,2.7,3.2,Insurance Carriers,AZ,428,2.8,65,79,Finance
264,Cornerstone OnDemand,Very Satisfied,4.6,4.3,4.2,4.3,4.1,Computer Hardware & Software,MI,425,4.5,95,402,IT
265,Regal Entertainment,OK,2.9,2.8,2.4,2.6,3.1,Sports & Recreation,CA,424,3,46,144,Entertainment
266,Ecolab,OK,3,2.7,3.2,3,2.5,Chemical Manufacturing,IN,422,3.1,78,274,Manufacture
267,Books-A-Million,Dissatisfied,2.1,2.1,2,2.3,2.5,Media & Entertainment Retail Stores,MD,421,2.2,29,122,Retail
268,Turner Broadcasting,Satisfied,3.6,3,3.8,3.1,3.8,TV Broadcast & Cable Networks,GA,421,3.6,51,63,Media
269,Netflix,Satisfied,3.5,3.1,4.3,3,3.3,Internet,CA,420,3.7,84,323,IT
270,Informatica,Very Satisfied,4.2,4,4.1,3.9,4.1,Enterprise Software & Network Solutions,CO,420,4.2,96,338,IT
271,NYU (New York University),Satisfied,3.8,3.5,3.7,3.6,4,Colleges & Universities,NY,419,4,70,203,Education
272,Penn State University,Satisfied,4,3.5,3.5,3.6,4,Colleges & Universities,PA,419,4,89,114,Education
273,Pacific Sunwear,OK,3.2,2.4,2.5,2.6,2.6,"Department, Clothing, & Shoe Stores",PA,416,2.6,42,201,Retail
274,UC San Diego,Satisfied,3.7,3.2,3.2,3.3,3.8,Colleges & Universities,CA,415,3.8,82,77,Education
275,GLOBALFOUNDRIES,Dissatisfied,1.9,1.7,2.6,2.3,2.2,Electrical & Electronic Manufacturing,NY,415,2.1,30,97,Manufacture
276,Teach for America,Satisfied,4.1,3.4,3.4,4,2.7,Education Training Services,MI,414,3.8,81,56,Education
277,Citizens Financial Group,OK,2.4,2.1,2.9,2.5,2.7,Investment Banking & Asset Management,MA,409,2.5,46,65,Finance
278,Regions Financial,OK,3.6,3,3.2,3,3.7,Investment Banking & Asset Management,TN,408,3.3,86,180,Finance
279,Xilinx,OK,2.7,2.7,3.6,2.8,3,Electrical & Electronic Manufacturing,CO,405,3.1,54,292,Manufacture
280,Red Robin,OK,3.1,2.6,2.9,2.9,2.9,Casual Restaurants,VA,404,3,74,138,Service
281,CareFusion,OK,2.6,2.2,3.2,2.5,2.8,Health Care Products Manufacturing,MO,404,2.8,46,199,Health
282,Sogeti,OK,3,2.5,3,3.1,3.3,IT Services,FL,401,3.1,54,56,IT
283,Towers Watson,OK,3.6,3.1,3.2,3.2,3.1,Consulting,CA,398,3.4,90,191,Service
284,Gannett,OK,2.5,2.4,2.6,2.7,2.8,Publishing,NJ,398,2.6,51,145,Media
285,Eastman Kodak,OK,2.8,1.9,3.3,2.3,3.4,Consumer Products Manufacturing,NY,397,2.7,12,15,Manufacture
286,DuPont,Satisfied,3.8,2.9,3.5,3.2,3.8,Chemical Manufacturing,DE,395,3.6,75,207,Manufacture
287,IRS,OK,3.2,2.9,3.8,3,3.9,Federal Agencies,PA,394,3.4,69,46,Government
288,Zara,OK,2.6,2.5,2.7,2.9,2.5,"Department, Clothing, & Shoe Stores",NY,392,2.9,61,144,Retail
289,Levi Strauss,OK,3.9,2.6,3.1,2.8,3.4,"Department, Clothing, & Shoe Stores",TX,391,3.2,59,173,Retail
290,Marvell Technology,OK,2.8,2.6,2.9,2.9,3.2,Electrical & Electronic Manufacturing,CA,391,3.2,50,236,Manufacture
291,BD,OK,3.2,2.6,3.2,2.8,3.1,Health Care Products Manufacturing,CA,389,3,73,91,Health
292,Slalom Consulting,Very Satisfied,4.6,4.2,4,4.1,4.5,Consulting,CA,388,4.4,97,208,Service
293,Orbitz Worldwide,Very Satisfied,4.5,4.1,4,4,4.3,Internet,IL,387,4.4,97,296,IT
294,Alorica,Dissatisfied,1.9,1.9,1.8,2.2,2,Staffing & Outsourcing,FL,387,2,27,178,Service
295,General Dynamics C4 Systems,OK,2.6,2.2,3.3,2.4,3.2,Aerospace & Defense,AZ,386,2.8,52,42,Manufacture
296,Virtusa,Satisfied,3.7,3.4,3.3,3.7,3.3,IT Services,NY,385,3.7,91,222,IT
297,Iron Mountain Inc,OK,3,2.6,3.3,2.6,3.3,Transportation Management,CO,385,3,52,82,Logistics
298,Sodexo USA,OK,3.2,2.8,3.1,3.1,3.1,Consulting,PA,384,3.3,75,113,Service
299,Neiman Marcus,OK,3,2.8,2.9,2.7,3,"Department, Clothing, & Shoe Stores",CA,384,3.1,81,188,Retail
300,Active Network,OK,2.9,2.1,2.8,2.6,3.1,Computer Hardware & Software,CA,383,2.6,23,135,IT
301,Hallmark,OK,3.4,2.7,2.8,2.5,3.5,Consumer Products Manufacturing,AL,382,3.2,70,180,Manufacture
302,Sabre,OK,3.4,2.6,3.4,3,3.5,Computer Hardware & Software,TX,382,3.3,47,92,IT
303,Ogilvy & Mather,Satisfied,3.9,3.2,3,3.4,3.1,Advertising & Marketing,NY,381,3.7,80,196,Advertising
304,Rutgers University,Satisfied,3.8,3.4,3.7,3.6,4,Colleges & Universities,NJ,379,4,79,96,Education
305,Regus,OK,2.5,2.4,2.8,2.8,3,Advertising & Marketing,TX,379,2.7,44,230,Advertising
306,SAS Institute,Satisfied,4.1,3.2,3.8,3.2,4.5,Computer Hardware & Software,NC,379,3.9,90,286,IT
307,Stop & Shop,OK,2.7,2.3,2.9,2.5,2.9,Grocery Stores & Supermarkets,NJ,376,2.9,43,127,Retail
308,Cornell University,Very Satisfied,3.9,3.5,3.7,3.6,3.7,Colleges & Universities,NY,376,4.2,97,176,Education
309,DynCorp International,OK,3.2,2.7,3.5,3.1,2.8,Aerospace & Defense,TX,376,3.4,85,15,Manufacture
310,Sonic,OK,2.9,2.6,2.4,2.7,2.8,Fast-Food & Quick-Service Restaurants,GA,376,3,64,111,Service
311,Sony,OK,3.4,2.7,3.2,2.9,3.4,Consumer Products Manufacturing,CA,376,3.4,78,102,Manufacture
312,O'Reilly Auto Parts,OK,3.5,2.8,2.7,3,3,Automotive Parts & Accessories Stores,MO,376,3.2,70,155,Retail
313,Party City,OK,2.7,2.4,2.3,2.4,2.8,"Department, Clothing, & Shoe Stores",CA,374,2.8,43,138,Retail
314,JoS. A. Bank,Dissatisfied,2.1,2.2,2.1,2.4,2.2,"Department, Clothing, & Shoe Stores",MD,374,2.3,0,0,Retail
315,Navistar,OK,2.6,2.2,3,2.6,3.1,Transportation Equipment Manufacturing,IL,374,2.8,53,68,Manufacture
316,KBR,Satisfied,3.6,3.2,3.4,3.4,3.6,Accounting,TX,374,3.7,82,181,Accounting
317,Ceridian,OK,3.4,3,3.5,3.2,3.4,Staffing & Outsourcing,MN,372,3.4,71,61,Service
318,IBM Research,Satisfied,3.7,3,3.1,3.3,4.2,IT Services,NY,372,3.6,51,58,IT
319,CH2M HILL,OK,3.2,2.4,3.2,3,3.2,Construction,CO,372,3.1,52,65,Real Estate
320,LabCorp,OK,2.7,2.5,3.1,2.7,2.9,Research & Development,FL,371,2.9,63,168,Research
321,Capital Group,OK,3.4,2.8,4.2,2.4,3.6,Investment Banking & Asset Management,CA,371,3.4,76,166,Finance
322,Acosta,OK,2.9,2.7,2.5,2.4,3.5,Advertising & Marketing,CO,370,2.8,52,143,Advertising
323,SYKES,Dissatisfied,2.2,2.1,2.2,2.3,2.4,Advertising & Marketing,VA,369,2.2,45,200,Advertising
324,West Corporation,OK,2.3,2.2,2.4,2.6,2.7,Telecommunications Services,AL,369,2.5,42,149,IT
325,Fresenius Medical Care - North America,OK,2.9,2.6,3.2,3,3.1,Health Care Services & Hospitals,IN,365,3,60,84,Health
326,Sodexo,OK,3.2,2.9,3,3,3.1,Catering & Food Service Contractors,NH,364,3.1,79,152,Service
327,Bankers Life,OK,2.8,2.7,2.4,2.9,2.4,Insurance Carriers,MI,364,2.6,0,1,Finance
328,Brocade Communications,Satisfied,3.4,2.9,3.7,3.3,3.5,Enterprise Software & Network Solutions,CA,363,3.5,76,102,IT
329,Container Store,OK,3.4,3,3.5,2.7,3.2,"Department, Clothing, & Shoe Stores",TX,361,3.3,79,248,Retail
330,Kumon North America,OK,3.5,3.1,2.9,2.8,4,Education Training Services,FL,360,3.4,81,27,Education
331,University of Pittsburgh,Satisfied,3.7,3.4,3.6,3.5,3.7,Colleges & Universities,PA,360,3.9,87,150,Education
332,Aaron's,OK,2.7,2.3,3.1,3,2,"Department, Clothing, & Shoe Stores",AZ,355,2.7,49,98,Retail
333,US Investigations Services,Dissatisfied,1.8,1.6,2.2,1.8,2.2,Advertising & Marketing,PA,353,1.8,17,124,Advertising
334,Washington Mutual,Satisfied,4.3,3.4,3.8,4,3.9,Investment Banking & Asset Management,PA,353,4,43,37,Finance
335,Lifetouch,OK,3,2.6,2.5,2.5,2.9,Photography,MN,351,2.8,52,161,Entertainment
336,Randstad US,OK,2.5,2.5,2.7,2.8,2.9,Staffing & Outsourcing,WA,350,2.8,58,120,Service
337,KLA-Tencor,OK,3,3,3.2,2.9,3,Industrial Manufacturing,CA,350,3.2,75,219,Manufacture
338,Seagate Technology,Satisfied,3.7,3.3,3.3,3.1,3.9,Computer Hardware & Software,CO,350,3.7,93,197,IT
339,ING,OK,3.2,2.9,3.2,2.9,3.7,Banks & Credit Unions,CA,350,3.4,70,20,Finance
340,Delphi,OK,3,2.7,3.2,3,3.4,Transportation Equipment Manufacturing,IN,348,3.3,62,180,Manufacture
341,Giant Eagle,OK,3.2,2.7,3.2,2.8,3.3,Vehicle Dealers,OH,347,3.1,47,104,Retail
342,Public Storage,OK,2.7,2.7,2.9,2.6,3,Real Estate,CA,347,2.8,47,239,Real Estate
343,Guitar Center,OK,3.1,2.6,2.5,2.8,3,"Department, Clothing, & Shoe Stores",TX,347,2.9,72,0,Retail
344,Cost Plus,OK,3.1,2.7,2.6,2.7,2.9,"Department, Clothing, & Shoe Stores",CO,345,2.9,69,166,Retail
345,C.H. Robinson Worldwide,OK,3.2,2.9,2.9,2.8,2.7,Transportation Management,TX,345,3.1,83,215,Logistics
346,University of Houston,Satisfied,3.8,3.5,3.3,3.4,3.9,Colleges & Universities,TX,344,3.8,88,197,Education
347,Panda Express,OK,3.1,2.6,3.3,3.2,2.4,Casual Restaurants,TX,343,3.1,70,151,Service
348,Fry's Electronics,Dissatisfied,2.2,2.2,2.2,2.5,2.7,Consumer Electronics & Appliances Stores,CA,343,2.3,19,132,Retail
349,Albertsons,OK,2.8,2.7,3.1,2.7,3,Vehicle Dealers,ID,343,2.9,55,123,Retail
350,PAREXEL,OK,3,2.5,3.1,2.8,2.8,Biotech & Pharmaceuticals,MA,342,3,79,173,Health
351,T.G.I. Friday's,OK,3,2.6,2.7,2.7,2.8,Casual Restaurants,VA,342,2.9,52,112,Service
352,Ciber,OK,2.8,2.5,3.1,2.7,3.4,IT Services,TN,342,2.9,45,15,IT
353,Dominion Enterprises,OK,2.8,2.4,2.5,2.5,3.3,Internet,VA,341,2.8,54,178,IT
354,Power Home Remodeling Group,Satisfied,4.3,4.1,4.1,4,3.3,Construction,GA,341,4,90,259,Real Estate
355,Aldo,OK,3,2.4,2.3,2.7,2.4,"Department, Clothing, & Shoe Stores",IN,337,2.7,63,143,Retail
356,TD Ameritrade,Satisfied,3.6,3.1,3.4,3,3.6,Investment Banking & Asset Management,NE,336,3.5,79,184,Finance
357,Weatherford,OK,2.8,2.5,3.4,3.1,2.9,Oil & Gas Services,TX,336,3.1,69,159,Service
358,Kindred Healthcare,OK,2.7,2.3,2.5,2.6,2.8,Health Care Services & Hospitals,TX,335,2.6,51,175,Health
359,Nuance,OK,2.8,2.7,3.5,3,3.2,Computer Hardware & Software,MA,335,3.2,42,217,IT
360,MD Anderson Cancer Center,Satisfied,3.7,3,3.9,3.4,3.5,Health Care Services & Hospitals,TX,335,3.6,58,115,Health
361,MarketSource,OK,2.9,2.7,2.6,2.5,3.1,Consulting,GA,332,2.8,55,114,Service
362,Uber,OK,3.2,3.1,2.9,3.2,3.5,Computer Hardware & Software,CA,332,3.3,63,260,IT
363,Finish Line,OK,3.4,2.9,2.9,2.9,3,"Department, Clothing, & Shoe Stores",TX,332,3.2,74,161,Retail
364,Apollo Education Group,OK,2.6,2,3.4,2.5,3.4,Colleges & Universities,AZ,332,2.8,35,120,Education
365,Robert Bosch,Satisfied,3.8,3.1,3.1,3.2,3.8,Transportation Equipment Manufacturing,SC,331,3.6,91,102,Manufacture
366,Education Management Corporation,Dissatisfied,2.3,2.1,3.1,2.4,2.6,Colleges & Universities,AZ,329,2.4,28,82,Education
367,Jamba Juice,OK,3.5,2.8,2.3,2.7,3.4,Fast-Food & Quick-Service Restaurants,CA,328,3.1,60,120,Service
368,Grant Thornton,OK,3.3,3.2,3,3.3,3.4,Accounting,OR,328,3.4,80,119,Accounting
369,Jo-Ann Stores,OK,2.6,2.4,2.3,2.4,2.7,Toy & Hobby Stores,TX,328,2.7,37,86,Manufacture
370,Guidewire,Very Satisfied,4.6,4.3,4.2,4.2,4.3,Computer Hardware & Software,CA,326,4.5,99,269,IT
371,Teavana,OK,3.1,2.5,2.9,3,3.1,Food & Beverage Stores,KS,325,2.8,60,100,Retail
372,Duke University,Very Satisfied,3.9,3.5,3.7,3.6,3.8,Colleges & Universities,NC,324,4.1,89,150,Education
373,National Oilwell Varco,Satisfied,3.4,3.1,3.4,3.3,3.6,Oil & Gas Services,TX,323,3.5,84,33,Service
374,Carnegie Mellon University,Very Satisfied,4.2,3.8,3.7,4,3.5,Colleges & Universities,PA,323,4.3,95,75,Education
375,Cablevision Systems,OK,3,2.6,4,3,3.1,"Cable, Internet & Telephone Providers",NY,322,3.1,49,186,IT
376,NIH,Satisfied,3.7,3.3,3.4,3.5,3.8,Biotech & Pharmaceuticals,MD,322,3.9,95,134,Health
377,Mosaic Sales Solutions,Satisfied,3.5,3.2,3.3,3,3.5,Consulting,OH,319,3.6,82,94,Service
378,MassMutual,OK,3.5,3.2,2.9,3.2,3.4,Insurance Carriers,IL,318,3.2,85,132,Finance
379,Coldwater Creek,OK,3.3,2.4,2.8,2.5,3.3,"Department, Clothing, & Shoe Stores",CA,318,3,32,90,Retail
380,ConocoPhillips,Satisfied,4,3.7,4.2,3.7,3.9,Oil & Gas Exploration & Production,OK,317,3.9,95,91,Manufacture
381,Alpine Access,OK,2.4,2.3,2,2.5,2.8,Advertising & Marketing,CO,317,2.5,100,2,Advertising
382,Shell,Satisfied,3.7,3.4,4.1,3.5,3.8,Utilities,CA,316,3.8,91,21,Utilities
383,Minacs,OK,2.7,2.4,2.4,2.8,2.5,Building & Personnel Services,TX,315,2.7,48,8,Service
384,Mary Kay,Very Satisfied,4.5,4,3.9,4,4.3,Consumer Products Manufacturing,NY,315,4.2,98,183,Manufacture
385,Altria,Satisfied,3.8,3.4,4.4,3.3,3.5,Consumer Products Manufacturing,TX,315,3.8,91,117,Manufacture
386,Boston University,Satisfied,3.7,3.3,3.4,3.3,3.8,Colleges & Universities,MA,314,3.9,80,126,Education
387,Washington University in St. Louis,Very Satisfied,4.1,3.6,3.6,3.6,3.8,Colleges & Universities,MO,314,4.2,96,129,Education
388,Schwan's,OK,2.6,2,2.7,2.5,2,Food & Beverage Manufacturing,NJ,314,2.6,49,37,Retail
389,Arby's,OK,3.3,3.1,2.6,2.9,3.1,Fast-Food & Quick-Service Restaurants,NC,313,3.2,74,54,Service
390,G4S,OK,2.5,2.2,2.4,2.5,2.6,Security Services,MI,313,2.6,36,55,Finance
391,New York City Department of Education,OK,2.9,2.7,3.5,3.2,3.2,Municipal Governments,NY,313,3.2,50,32,Government
392,Digitas,OK,3.3,2.6,3.6,2.8,2.9,Advertising & Marketing,MA,313,3.3,71,13,Advertising
393,MasterCard,Satisfied,3.6,3.3,3.9,3.4,3.8,Financial Transaction Processing,NY,312,3.7,92,212,Finance
394,E*TRADE Financial,OK,2.6,2.4,3,2.5,3.1,Brokerage Services,CA,312,2.7,55,60,Service
395,AXA Advisors,OK,3.1,3.2,3,3.3,3.1,Investment Banking & Asset Management,NY,309,3.2,76,83,Finance
396,JDA Software,OK,3.3,2.8,3.6,3,3.7,Enterprise Software & Network Solutions,TX,308,3.2,75,32,IT
397,Crate and Barrel,OK,3.1,2.7,2.8,2.5,3.3,Home Furniture & Housewares Stores,MA,307,3.1,41,107,Retail
398,Sun Life,OK,3.5,2.9,3.5,2.9,3.7,Insurance Carriers,MA,307,3.3,81,62,Finance
399,Tiffany & Co.,OK,3.1,2.6,3.5,2.6,2.9,Other Retail Stores,NY,306,2.9,71,179,Retail
400,David's Bridal,OK,2.7,2.4,2.3,2.2,2.6,"Department, Clothing, & Shoe Stores",FL,306,2.6,49,44,Retail
401,Dow Jones,OK,3,2.5,3.2,2.7,3.7,News Outlet,NY,305,3,64,27,Media
402,Fred Meyer,Satisfied,3.3,2.9,3.5,3.3,3.1,General Merchandise & Superstores,WA,305,3.5,83,75,Retail
403,Ashford University,OK,2.3,2,3.3,2.3,2.8,Colleges & Universities,CA,304,2.5,45,113,Education
404,JetBlue,Satisfied,3.7,3,3.3,3.3,3.5,Transportation Management,NY,304,3.6,85,243,Logistics
405,Georgia-Pacific Corporation,OK,3,2.7,3.2,3.2,2.9,Consumer Products Manufacturing,GA,303,3,72,187,Manufacture
406,American Apparel,OK,2.8,2.2,2.6,3,2.9,Consumer Products Manufacturing,NY,303,2.8,30,196,Manufacture
407,Akamai,Satisfied,3.9,3.7,4,3.7,3.8,IT Services,MA,301,4,98,150,IT
408,Mars,Satisfied,3.6,3,3.8,3.4,3.4,Food & Beverage Manufacturing,NJ,300,3.6,91,139,Retail
409,GoDaddy,OK,3.3,2.8,3.9,3,3.1,Internet,IA,299,3.2,76,118,IT
410,Epsilon,OK,3.3,2.8,3.2,3.2,3.3,Advertising & Marketing,MA,299,3.2,72,158,Advertising
411,Adecco,OK,3,2.8,2.8,2.8,3.2,Staffing & Outsourcing,NY,299,3.1,63,87,Service
412,Sterling Jewelers,OK,3.1,2.8,3.3,3.5,2.4,"Department, Clothing, & Shoe Stores",GA,298,3,72,109,Retail
413,Adecco USA,OK,3,2.7,2.6,2.8,3.4,Staffing & Outsourcing,ID,298,2.9,66,59,Service
414,White House Black Market,OK,3.1,2.7,2.6,2.8,3.1,"Department, Clothing, & Shoe Stores",NE,298,3,71,118,Retail
415,Ingram Micro,OK,3,2.7,2.8,2.8,2.9,Computer Hardware & Software,NY,297,3,65,140,IT
416,Geek Squad,OK,3.6,2.8,3,3,3.2,IT Services,OR,296,3.4,68,125,IT
417,Beckman Coulter,OK,2.5,2.3,3,2.7,2.7,Biotech & Pharmaceuticals,FL,296,2.6,43,87,Health
418,Morningstar,OK,3.8,3,2.7,3,4.1,Financial Analytics & Research,MD,296,3.3,90,212,Finance
419,Apria Healthcare,Dissatisfied,2.2,2,2.6,2.2,2.4,Health Care Services & Hospitals,NC,295,2.2,33,98,Health
420,BJ's Wholesale Club,OK,2.9,2.6,2.9,2.9,3,"Department, Clothing, & Shoe Stores",NY,293,2.8,61,134,Retail
421,AmeriCorps,Satisfied,4,3.2,2.2,3.5,3.4,Federal Agencies,MD,291,3.6,74,85,Government
422,International Game Technology,Dissatisfied,2.3,1.8,2.9,2.3,3.1,Industrial Manufacturing,NV,291,2.4,12,211,Manufacture
423,Hitachi Data Systems,Very Satisfied,4.4,4,3.9,3.8,4.2,IT Services,NY,290,4.2,95,210,IT
424,Justice Just for Girls,OK,3.5,2.9,2.5,2.9,3.6,"Department, Clothing, & Shoe Stores",IL,289,3.2,77,57,Retail
425,The Campus Special,OK,3.5,3.7,2.7,3.7,2.9,Advertising & Marketing,NC,288,3.4,79,148,Advertising
426,Western Digital,OK,3,2.8,3.3,3,3.3,Computer Hardware & Software,CA,286,3.2,75,75,IT
427,Sage North America,OK,2.8,2.4,3.3,2.6,3.4,Computer Hardware & Software,FL,286,2.9,55,84,IT
428,PSAV,OK,2.8,2.7,2.8,3.3,2.6,Advertising & Marketing,CA,286,3.1,67,79,Advertising
429,TransPerfect,Dissatisfied,2.3,2.1,2.2,2.6,2.1,Consulting,AZ,286,2.4,37,127,Service
430,TruGreen,OK,2.6,2.4,3,2.5,2.3,Building & Personnel Services,AL,286,2.6,41,41,Service
431,ConAgra Foods,OK,3.1,2.6,3.5,3.1,3.2,Food & Beverage Manufacturing,MN,285,3.1,61,177,Retail
432,ICF International,OK,3,2.8,2.8,2.8,3.3,Consulting,MD,284,2.9,73,153,Service
433,DHL Express,OK,3.4,3,3.5,3.3,2.9,Express Delivery Services,MI,284,3.1,77,116,Logistics
434,Arrow Electronics,OK,2.8,2.5,3,2.7,2.9,Wholesale,CO,284,2.9,55,161,Retail
435,rue21,Dissatisfied,2.4,2.1,2.1,2.8,2.3,"Department, Clothing, & Shoe Stores",KY,284,2.3,50,132,Retail
436,United Nations,Satisfied,4.1,3.3,3.6,3.2,3.9,Federal Agencies,NY,283,3.8,72,152,Government
437,Sysco,OK,3.2,2.8,3.5,3.3,2.9,Wholesale,TX,282,3.3,81,123,Retail
438,T. Rowe Price,Satisfied,3.9,3.1,3.5,3.3,3.6,Investment Banking & Asset Management,MD,282,3.6,86,192,Finance
439,Emerson Process Management,Satisfied,3.7,3.3,2.9,3.3,3.4,Industrial Manufacturing,CA,282,3.6,91,139,Manufacture
440,University of Arizona,Very Satisfied,3.9,3.6,3.4,3.6,4,Colleges & Universities,AZ,281,4.1,89,64,Education
441,Cold Stone Creamery,OK,3.3,2.6,2.3,2.3,3.3,Fast-Food & Quick-Service Restaurants,KY,280,3.3,92,67,Service
442,McMaster-Carr,OK,2.1,2.2,4.5,1.8,3.6,Wholesale,GA,280,2.5,45,151,Retail
443,Genesis HealthCare,OK,2.5,2.2,2.7,2.7,2.6,Health Care Services & Hospitals,CO,279,2.6,44,105,Health
444,Maurices,OK,3.9,3.3,3.3,3.5,3.4,"Department, Clothing, & Shoe Stores",NY,278,3.4,83,120,Retail
445,Primerica,Satisfied,4.1,4,3.8,4,4.1,Insurance Carriers,NJ,276,4,92,173,Finance
446,North Carolina State University,Satisfied,3.9,3.5,3.3,3.5,3.8,Colleges & Universities,NC,276,4,78,94,Education
447,Pottery Barn,OK,2.9,2.6,2.6,2.8,2.8,Home Furniture & Housewares Stores,CA,274,2.9,51,111,Retail
448,MarketStar,Satisfied,3.7,3.3,3.5,2.8,4.1,Accounting,CA,273,3.6,83,163,Accounting
449,US Foods,OK,3,2.7,3.5,2.9,3,Wholesale,CA,272,2.9,54,114,Retail
450,Forrester Research,Satisfied,3.8,2.8,3.3,3.2,4,Research & Development,MA,272,3.5,64,208,Research
451,ESPN,Satisfied,4,3.3,3.5,3.5,3.6,Motion Picture Production & Distribution,CT,272,3.9,91,114,Media
452,Chuck E. Cheese's,OK,2.9,2.7,2.3,2.7,2.7,Casual Restaurants,OR,272,2.8,69,12,Service
453,HCR ManorCare,OK,2.8,2.4,2.6,2.8,2.8,Health Care Services & Hospitals,WI,271,2.7,46,89,Health
